"MSOA","sex","age_band","econ_cat","freq"
"E02001718",0,4,6,0
"E02001718",0,4,7,30
"E02001718",0,4,8,55
"E02001718",0,4,9,9
"E02001718",0,5,0,86
"E02001718",0,5,1,87
"E02001718",0,5,2,1
"E02001718",0,5,3,4
"E02001718",0,5,4,7
"E02001718",0,5,5,123
"E02001718",0,5,6,0
"E02001718",0,5,7,17
"E02001718",0,5,8,28
"E02001718",0,5,9,11
"E02001718",0,6,0,22
"E02001718",0,6,1,0
"E02001718",0,6,2,1
"E02001718",0,6,3,1
"E02001718",0,6,4,0
"E02001718",0,6,5,477
"E02001718",0,6,6,3
"E02001718",0,6,7,0
"E02001718",0,6,8,19
"E02001718",0,6,9,15
"E02001718",1,1,0,56
"E02001718",1,1,1,99
"E02001718",1,1,2,0
"E02001718",1,1,3,3
"E02001718",1,1,4,75
"E02001718",1,1,5,0
"E02001718",1,1,6,63
"E02001718",1,1,7,0
"E02001718",1,1,8,8
"E02001718",1,1,9,8
"E02001718",1,2,0,21
"E02001718",1,2,1,193
"E02001718",1,2,2,1
"E02001718",1,2,3,20
"E02001718",1,2,4,48
"E02001718",1,2,5,0
"E02001718",1,2,6,2
"E02001718",1,2,7,6
"E02001718",1,2,8,14
"E02001718",1,2,9,11
"E02001718",1,3,0,25
"E02001718",1,3,1,189
"E02001718",1,3,2,10
"E02001718",1,3,3,36
"E02001718",1,3,4,21
"E02001718",1,3,5,0
"E02001718",1,3,6,2
"E02001718",1,3,7,10
"E02001718",1,3,8,29
"E02001718",1,3,9,4
"E02001718",1,4,0,28
"E02001718",1,4,1,210
"E02001718",1,4,2,2
"E02001718",1,4,3,43
"E02001718",1,4,4,25
"E02001718",1,4,5,6
"E02001718",1,4,6,1
"E02001718",1,4,7,12
"E02001718",1,4,8,44
"E02001718",1,4,9,8
"E02001718",1,5,0,27
"E02001718",1,5,1,126
"E02001718",1,5,2,8
"E02001718",1,5,3,21
"E02001718",1,5,4,25
"E02001718",1,5,5,66
"E02001718",1,5,6,1
"E02001718",1,5,7,2
"E02001718",1,5,8,91
"E02001718",1,5,9,12
"E02001718",1,6,0,13
"E02001718",1,6,1,10
"E02001718",1,6,2,2
"E02001718",1,6,3,3
"E02001718",1,6,4,0
"E02001718",1,6,5,384
"E02001718",1,6,6,2
"E02001718",1,6,7,0
"E02001718",1,6,8,10
"E02001718",1,6,9,10
"E02001719",0,1,0,173
"E02001719",0,1,1,148
"E02001719",0,1,2,0
"E02001719",0,1,3,2
"E02001719",0,1,4,91
"E02001719",0,1,5,1
"E02001719",0,1,6,338
"E02001719",0,1,7,11
"E02001719",0,1,8,2
"E02001719",0,1,9,15
"E02001719",0,2,0,125
"E02001719",0,2,1,374
"E02001719",0,2,2,17
"E02001719",0,2,3,18
"E02001719",0,2,4,23
"E02001719",0,2,5,0
"E02001719",0,2,6,21
"E02001719",0,2,7,59
"E02001719",0,2,8,4
"E02001719",0,2,9,7
"E02001719",0,3,0,174
"E02001719",0,3,1,225
"E02001719",0,3,2,33
"E02001719",0,3,3,27
"E02001719",0,3,4,22
"E02001719",0,3,5,0
"E02001719",0,3,6,6
"E02001719",0,3,7,46
"E02001719",0,3,8,24
"E02001719",0,3,9,8
"E02001719",0,4,0,208
"E02001719",0,4,1,309
"E02001719",0,4,2,16
"E02001719",0,4,3,21
"E02001719",0,4,4,14
"E02001719",0,4,5,5
"E02001719",0,4,6,4
"E02001719",0,4,7,46
"E02001719",0,4,8,36
"E02001719",0,4,9,16
"E02001719",0,5,0,130
"E02001719",0,5,1,134
"E02001719",0,5,2,10
"E02001719",0,5,3,19
"E02001719",0,5,4,4
"E02001719",0,5,5,187
"E02001719",0,5,6,1
"E02001719",0,5,7,14
"E02001719",0,5,8,28
"E02001719",0,5,9,12
"E02001719",0,6,0,37
"E02001719",0,6,1,11
"E02001719",0,6,2,5
"E02001719",0,6,3,2
"E02001719",0,6,4,1
"E02001719",0,6,5,755
"E02001719",0,6,6,1
"E02001719",0,6,7,6
"E02001719",0,6,8,5
"E02001719",0,6,9,11
"E02001719",1,1,0,158
"E02001719",1,1,1,193
"E02001719",1,1,2,8
"E02001719",1,1,3,12
"E02001719",1,1,4,105
"E02001719",1,1,5,0
"E02001719",1,1,6,361
"E02001719",1,1,7,0
"E02001719",1,1,8,7
"E02001719",1,1,9,6
"E02001719",1,2,0,62
"E02001719",1,2,1,429
"E02001719",1,2,2,20
"E02001719",1,2,3,44
"E02001719",1,2,4,33
"E02001719",1,2,5,0
"E02001719",1,2,6,23
"E02001719",1,2,7,2
"E02001719",1,2,8,10
"E02001719",1,2,9,6
"E02001719",1,3,0,37
"E02001719",1,3,1,399
"E02001719",1,3,2,23
"E02001719",1,3,3,74
"E02001719",1,3,4,24
"E02001719",1,3,5,2
"E02001719",1,3,6,4
"E02001719",1,3,7,8
"E02001719",1,3,8,14
"E02001719",1,3,9,6
"E02001719",1,4,0,43
"E02001719",1,4,1,404
"E02001719",1,4,2,20
"E02001719",1,4,3,73
"E02001719",1,4,4,25
"E02001719",1,4,5,3
"E02001719",1,4,6,0
"E02001719",1,4,7,8
"E02001719",1,4,8,32
"E02001719",1,4,9,6
"E02001719",1,5,0,43
"E02001719",1,5,1,219
"E02001719",1,5,2,22
"E02001719",1,5,3,52
"E02001719",1,5,4,23
"E02001719",1,5,5,105
"E02001719",1,5,6,0
"E02001719",1,5,7,6
"E02001719",1,5,8,49
"E02001719",1,5,9,7
"E02001719",1,6,0,18
"E02001719",1,6,1,19
"E02001719",1,6,2,11
"E02001719",1,6,3,11
"E02001719",1,6,4,0
"E02001719",1,6,5,574
"E02001719",1,6,6,1
"E02001719",1,6,7,0
"E02001719",1,6,8,5
"E02001719",1,6,9,2
"E02001720",0,1,0,645
"E02001720",0,1,1,237
"E02001720",0,1,2,7
"E02001720",0,1,3,5
"E02001720",0,1,4,135
"E02001720",0,1,5,1
"E02001720",0,1,6,1705
"E02001720",0,1,7,4
"E02001720",0,1,8,2
"E02001720",0,1,9,5
"E02001720",0,2,0,46
"E02001720",0,2,1,244
"E02001720",0,2,2,9
"E02001720",0,2,3,13
"E02001720",0,2,4,14
"E02001720",0,2,5,0
"E02001720",0,2,6,70
"E02001720",0,2,7,9
"E02001720",0,2,8,2
"E02001720",0,2,9,6
"E02001720",0,3,0,46
"E02001720",0,3,1,90
"E02001720",0,3,2,11
"E02001720",0,3,3,13
"E02001720",0,3,4,8
"E02001720",0,3,5,1
"E02001720",0,3,6,1
"E02001720",0,3,7,22
"E02001720",0,3,8,5
"E02001720",0,3,9,4
"E02001720",0,4,0,77
"E02001720",0,4,1,128
"E02001720",0,4,2,20
"E02001720",0,4,3,29
"E02001720",0,4,4,12
"E02001720",0,4,5,4
"E02001720",0,4,6,1
"E02001720",0,4,7,30
"E02001720",0,4,8,12
"E02001720",0,4,9,2
"E02001720",0,5,0,49
"E02001720",0,5,1,68
"E02001720",0,5,2,17
"E02001720",0,5,3,23
"E02001720",0,5,4,7
"E02001720",0,5,5,92
"E02001720",0,5,6,1
"E02001720",0,5,7,9
"E02001720",0,5,8,5
"E02001720",0,5,9,7
"E02001720",0,6,0,21
"E02001720",0,6,1,5
"E02001720",0,6,2,3
"E02001720",0,6,3,4
"E02001720",0,6,4,0
"E02001720",0,6,5,328
"E02001720",0,6,6,0
"E02001720",0,6,7,2
"E02001720",0,6,8,2
"E02001720",0,6,9,11
"E02001720",1,1,0,527
"E02001720",1,1,1,254
"E02001720",1,1,2,18
"E02001720",1,1,3,23
"E02001720",1,1,4,184
"E02001720",1,1,5,0
"E02001720",1,1,6,2089
"E02001720",1,1,7,1
"E02001720",1,1,8,1
"E02001720",1,1,9,10
"E02001720",1,2,0,38
"E02001720",1,2,1,366
"E02001720",1,2,2,10
"E02001720",1,2,3,48
"E02001720",1,2,4,30
"E02001720",1,2,5,1
"E02001720",1,2,6,102
"E02001720",1,2,7,1
"E02001720",1,2,8,11
"E02001720",1,2,9,3
"E02001720",1,3,0,10
"E02001720",1,3,1,149
"E02001720",1,3,2,6
"E02001720",1,3,3,50
"E02001720",1,3,4,14
"E02001720",1,3,5,0
"E02001720",1,3,6,7
"E02001720",1,3,7,1
"E02001720",1,3,8,10
"E02001720",1,3,9,2
"E02001720",1,4,0,11
"E02001720",1,4,1,204
"E02001720",1,4,2,10
"E02001720",1,4,3,77
"E02001720",1,4,4,9
"E02001720",1,4,5,4
"E02001720",1,4,6,1
"E02001720",1,4,7,0
"E02001720",1,4,8,14
"E02001720",1,4,9,7
"E02001720",1,5,0,16
"E02001720",1,5,1,115
"E02001720",1,5,2,17
"E02001720",1,5,3,51
"E02001720",1,5,4,5
"E02001720",1,5,5,68
"E02001720",1,5,6,2
"E02001720",1,5,7,1
"E02001720",1,5,8,11
"E02001720",1,5,9,3
"E02001720",1,6,0,16
"E02001720",1,6,1,15
"E02001720",1,6,2,10
"E02001720",1,6,3,13
"E02001720",1,6,4,1
"E02001720",1,6,5,212
"E02001720",1,6,6,3
"E02001720",1,6,7,0
"E02001720",1,6,8,1
"E02001720",1,6,9,2
"E02001721",0,1,0,153
"E02001721",0,1,1,134
"E02001721",0,1,2,4
"E02001721",0,1,3,2
"E02001721",0,1,4,45
"E02001721",0,1,5,0
"E02001721",0,1,6,105
"E02001721",0,1,7,39
"E02001721",0,1,8,8
"E02001721",0,1,9,14
"E02001721",0,2,0,194
"E02001721",0,2,1,322
"E02001721",0,2,2,11
"E02001721",0,2,3,9
"E02001721",0,2,4,37
"E02001721",0,2,5,0
"E02001721",0,2,6,8
"E02001721",0,2,7,62
"E02001721",0,2,8,15
"E02001721",0,2,9,8
"E02001721",0,3,0,213
"E02001721",0,3,1,255
"E02001721",0,3,2,18
"E02001721",0,3,3,27
"E02001721",0,3,4,41
"E02001721",0,3,5,2
"E02001721",0,3,6,6
"E02001721",0,3,7,49
"E02001721",0,3,8,35
"E02001721",0,3,9,17
"E02001721",0,4,0,220
"E02001721",0,4,1,348
"E02001721",0,4,2,16
"E02001721",0,4,3,20
"E02001721",0,4,4,28
"E02001721",0,4,5,17
"E02001721",0,4,6,2
"E02001721",0,4,7,46
"E02001721",0,4,8,76
"E02001721",0,4,9,11
"E02001721",0,5,0,148
"E02001721",0,5,1,144
"E02001721",0,5,2,13
"E02001721",0,5,3,6
"E02001721",0,5,4,7
"E02001721",0,5,5,269
"E02001721",0,5,6,0
"E02001721",0,5,7,21
"E02001721",0,5,8,53
"E02001721",0,5,9,11
"E02001721",0,6,0,37
"E02001721",0,6,1,13
"E02001721",0,6,2,1
"E02001721",0,6,3,1
"E02001721",0,6,4,0
"E02001721",0,6,5,1045
"E02001721",0,6,6,1
"E02001721",0,6,7,2
"E02001721",0,6,8,21
"E02001721",0,6,9,14
"E02001721",1,1,0,99
"E02001721",1,1,1,184
"E02001721",1,1,2,3
"E02001721",1,1,3,16
"E02001721",1,1,4,93
"E02001721",1,1,5,0
"E02001721",1,1,6,109
"E02001721",1,1,7,8
"E02001721",1,1,8,18
"E02001721",1,1,9,14
"E02001721",1,2,0,42
"E02001721",1,2,1,407
"E02001721",1,2,2,9
"E02001721",1,2,3,47
"E02001721",1,2,4,42
"E02001721",1,2,5,0
"E02001721",1,2,6,4
"E02001721",1,2,7,9
"E02001721",1,2,8,17
"E02001721",1,2,9,8
"E02001721",1,3,0,41
"E02001721",1,3,1,415
"E02001721",1,3,2,21
"E02001721",1,3,3,81
"E02001721",1,3,4,41
"E02001721",1,3,5,1
"E02001721",1,3,6,1
"E02001721",1,3,7,15
"E02001721",1,3,8,36
"E02001721",1,3,9,7
"E02001721",1,4,0,24
"E02001721",1,4,1,451
"E02001721",1,4,2,28
"E02001721",1,4,3,100
"E02001721",1,4,4,41
"E02001721",1,4,5,10
"E02001721",1,4,6,1
"E02001721",1,4,7,12
"E02001721",1,4,8,61
"E02001721",1,4,9,11
"E02001721",1,5,0,42
"E02001721",1,5,1,263
"E02001721",1,5,2,14
"E02001721",1,5,3,66
"E02001721",1,5,4,29
"E02001721",1,5,5,129
"E02001721",1,5,6,0
"E02001721",1,5,7,8
"E02001721",1,5,8,96
"E02001721",1,5,9,23
"E02001721",1,6,0,16
"E02001721",1,6,1,32
"E02001721",1,6,2,6
"E02001721",1,6,3,6
"E02001721",1,6,4,0
"E02001721",1,6,5,794
"E02001721",1,6,6,1
"E02001721",1,6,7,0
"E02001721",1,6,8,13
"E02001721",1,6,9,8
"E02001722",0,1,0,156
"E02001722",0,1,1,125
"E02001722",0,1,2,4
"E02001722",0,1,3,2
"E02001722",0,1,4,54
"E02001722",0,1,5,0
"E02001722",0,1,6,109
"E02001722",0,1,7,39
"E02001722",0,1,8,9
"E02001722",0,1,9,25
"E02001722",0,2,0,185
"E02001722",0,2,1,220
"E02001722",0,2,2,5
"E02001722",0,2,3,6
"E02001722",0,2,4,42
"E02001722",0,2,5,0
"E02001722",0,2,6,4
"E02001722",0,2,7,66
"E02001722",0,2,8,18
"E02001722",0,2,9,17
"E02001722",0,3,0,214
"E02001722",0,3,1,240
"E02001722",0,3,2,10
"E02001722",0,3,3,6
"E02001722",0,3,4,21
"E02001722",0,3,5,1
"E02001722",0,3,6,8
"E02001722",0,3,7,55
"E02001722",0,3,8,36
"E02001722",0,3,9,14
"E02001722",0,4,0,222
"E02001722",0,4,1,319
"E02001722",0,4,2,10
"E02001722",0,4,3,7
"E02001722",0,4,4,30
"E02001722",0,4,5,5
"E02001722",0,4,6,1
"E02001722",0,4,7,60
"E02001722",0,4,8,73
"E02001722",0,4,9,11
"E02001722",0,5,0,120
"E02001722",0,5,1,117
"E02001722",0,5,2,8
"E02001722",0,5,3,9
"E02001722",0,5,4,8
"E02001722",0,5,5,200
"E02001722",0,5,6,3
"E02001722",0,5,7,23
"E02001722",0,5,8,46
"E02001722",0,5,9,8
"E02001722",0,6,0,35
"E02001722",0,6,1,13
"E02001722",0,6,2,3
"E02001722",0,6,3,1
"E02001722",0,6,4,1
"E02001722",0,6,5,1125
"E02001722",0,6,6,2
"E02001722",0,6,7,2
"E02001722",0,6,8,20
"E02001722",0,6,9,20
"E02001722",1,1,0,114
"E02001722",1,1,1,166
"E02001722",1,1,2,5
"E02001722",1,1,3,14
"E02001722",1,1,4,83
"E02001722",1,1,5,0
"E02001722",1,1,6,145
"E02001722",1,1,7,1
"E02001722",1,1,8,5
"E02001722",1,1,9,13
"E02001722",1,2,0,42
"E02001722",1,2,1,305
"E02001722",1,2,2,6
"E02001722",1,2,3,20
"E02001722",1,2,4,60
"E02001722",1,2,5,0
"E02001722",1,2,6,4
"E02001722",1,2,7,13
"E02001722",1,2,8,26
"E02001722",1,2,9,13
"E02001722",1,3,0,27
"E02001722",1,3,1,352
"E02001722",1,3,2,10
"E02001722",1,3,3,55
"E02001722",1,3,4,42
"E02001722",1,3,5,0
"E02001722",1,3,6,9
"E02001722",1,3,7,11
"E02001722",1,3,8,39
"E02001722",1,3,9,13
"E02001722",1,4,0,26
"E02001722",1,4,1,391
"E02001722",1,4,2,21
"E02001722",1,4,3,71
"E02001722",1,4,4,33
"E02001722",1,4,5,7
"E02001722",1,4,6,0
"E02001722",1,4,7,13
"E02001722",1,4,8,63
"E02001722",1,4,9,9
"E02001722",1,5,0,29
"E02001722",1,5,1,212
"E02001722",1,5,2,10
"E02001722",1,5,3,43
"E02001722",1,5,4,32
"E02001722",1,5,5,79
"E02001722",1,5,6,0
"E02001722",1,5,7,8
"E02001722",1,5,8,80
"E02001722",1,5,9,10
"E02001722",1,6,0,18
"E02001722",1,6,1,28
"E02001722",1,6,2,7
"E02001722",1,6,3,7
"E02001722",1,6,4,0
"E02001722",1,6,5,756
"E02001722",1,6,6,0
"E02001722",1,6,7,2
"E02001722",1,6,8,6
"E02001722",1,6,9,9
"E02001723",0,1,0,106
"E02001723",0,1,1,89
"E02001723",0,1,2,5
"E02001723",0,1,3,0
"E02001723",0,1,4,43
"E02001723",0,1,5,1
"E02001723",0,1,6,132
"E02001723",0,1,7,41
"E02001723",0,1,8,2
"E02001723",0,1,9,15
"E02001723",0,2,0,120
"E02001723",0,2,1,237
"E02001723",0,2,2,8
"E02001723",0,2,3,14
"E02001723",0,2,4,25
"E02001723",0,2,5,0
"E02001723",0,2,6,19
"E02001723",0,2,7,110
"E02001723",0,2,8,12
"E02001723",0,2,9,25
"E02001723",0,3,0,132
"E02001723",0,3,1,153
"E02001723",0,3,2,8
"E02001723",0,3,3,15
"E02001723",0,3,4,16
"E02001723",0,3,5,0
"E02001723",0,3,6,7
"E02001723",0,3,7,67
"E02001723",0,3,8,31
"E02001723",0,3,9,10
"E02001723",0,4,0,119
"E02001723",0,4,1,155
"E02001723",0,4,2,12
"E02001723",0,4,3,13
"E02001723",0,4,4,17
"E02001723",0,4,5,7
"E02001723",0,4,6,3
"E02001723",0,4,7,32
"E02001723",0,4,8,34
"E02001723",0,4,9,13
"E02001723",0,5,0,72
"E02001723",0,5,1,65
"E02001723",0,5,2,6
"E02001723",0,5,3,4
"E02001723",0,5,4,11
"E02001723",0,5,5,109
"E02001723",0,5,6,2
"E02001723",0,5,7,16
"E02001723",0,5,8,27
"E02001723",0,5,9,11
"E02001723",0,6,0,25
"E02001723",0,6,1,2
"E02001723",0,6,2,2
"E02001723",0,6,3,1
"E02001723",0,6,4,0
"E02001723",0,6,5,455
"E02001723",0,6,6,4
"E02001723",0,6,7,2
"E02001723",0,6,8,14
"E02001723",0,6,9,6
"E02001723",1,1,0,75
"E02001723",1,1,1,102
"E02001723",1,1,2,3
"E02001723",1,1,3,8
"E02001723",1,1,4,56
"E02001723",1,1,5,0
"E02001723",1,1,6,137
"E02001723",1,1,7,2
"E02001723",1,1,8,2
"E02001723",1,1,9,6
"E02001723",1,2,0,43
"E02001723",1,2,1,282
"E02001723",1,2,2,11
"E02001723",1,2,3,45
"E02001723",1,2,4,39
"E02001723",1,2,5,0
"E02001723",1,2,6,17
"E02001723",1,2,7,11
"E02001723",1,2,8,12
"E02001723",1,2,9,4
"E02001723",1,3,0,41
"E02001723",1,3,1,204
"E02001723",1,3,2,13
"E02001723",1,3,3,50
"E02001723",1,3,4,28
"E02001723",1,3,5,0
"E02001723",1,3,6,8
"E02001723",1,3,7,7
"E02001723",1,3,8,27
"E02001723",1,3,9,19
"E02001723",1,4,0,26
"E02001723",1,4,1,202
"E02001723",1,4,2,27
"E02001723",1,4,3,47
"E02001723",1,4,4,22
"E02001723",1,4,5,10
"E02001723",1,4,6,3
"E02001723",1,4,7,8
"E02001723",1,4,8,33
"E02001723",1,4,9,8
"E02001723",1,5,0,14
"E02001723",1,5,1,107
"E02001723",1,5,2,10
"E02001723",1,5,3,39
"E02001723",1,5,4,15
"E02001723",1,5,5,42
"E02001723",1,5,6,0
"E02001723",1,5,7,2
"E02001723",1,5,8,37
"E02001723",1,5,9,6
"E02001723",1,6,0,10
"E02001723",1,6,1,7
"E02001723",1,6,2,7
"E02001723",1,6,3,10
"E02001723",1,6,4,1
"E02001723",1,6,5,320
"E02001723",1,6,6,4
"E02001723",1,6,7,0
"E02001723",1,6,8,3
"E02001723",1,6,9,4
"E02001724",0,1,0,591
"E02001724",0,1,1,242
"E02001724",0,1,2,11
"E02001724",0,1,3,6
"E02001724",0,1,4,158
"E02001724",0,1,5,0
"E02001724",0,1,6,1305
"E02001724",0,1,7,2
"E02001724",0,1,8,4
"E02001724",0,1,9,9
"E02001724",0,2,0,63
"E02001724",0,2,1,404
"E02001724",0,2,2,9
"E02001724",0,2,3,16
"E02001724",0,2,4,21
"E02001724",0,2,5,0
"E02001724",0,2,6,82
"E02001724",0,2,7,20
"E02001724",0,2,8,7
"E02001724",0,2,9,9
"E02001724",0,3,0,60
"E02001724",0,3,1,140
"E02001724",0,3,2,11
"E02001724",0,3,3,22
"E02001724",0,3,4,12
"E02001724",0,3,5,0
"E02001724",0,3,6,8
"E02001724",0,3,7,16
"E02001724",0,3,8,9
"E02001724",0,3,9,3
"E02001724",0,4,0,65
"E02001724",0,4,1,101
"E02001724",0,4,2,15
"E02001724",0,4,3,25
"E02001724",0,4,4,4
"E02001724",0,4,5,6
"E02001724",0,4,6,2
"E02001724",0,4,7,14
"E02001724",0,4,8,20
"E02001724",0,4,9,5
"E02001724",0,5,0,31
"E02001724",0,5,1,76
"E02001724",0,5,2,16
"E02001724",0,5,3,16
"E02001724",0,5,4,3
"E02001724",0,5,5,79
"E02001724",0,5,6,0
"E02001724",0,5,7,9
"E02001724",0,5,8,10
"E02001724",0,5,9,5
"E02001724",0,6,0,20
"E02001724",0,6,1,10
"E02001724",0,6,2,6
"E02001724",0,6,3,2
"E02001724",0,6,4,0
"E02001724",0,6,5,374
"E02001724",0,6,6,2
"E02001724",0,6,7,0
"E02001724",0,6,8,6
"E02001724",0,6,9,9
"E02001724",1,1,0,449
"E02001724",1,1,1,220
"E02001724",1,1,2,16
"E02001724",1,1,3,7
"E02001724",1,1,4,171
"E02001724",1,1,5,0
"E02001724",1,1,6,1598
"E02001724",1,1,7,0
"E02001724",1,1,8,2
"E02001724",1,1,9,7
"E02001724",1,2,0,64
"E02001724",1,2,1,499
"E02001724",1,2,2,14
"E02001724",1,2,3,65
"E02001724",1,2,4,53
"E02001724",1,2,5,2
"E02001724",1,2,6,111
"E02001724",1,2,7,0
"E02001724",1,2,8,8
"E02001724",1,2,9,12
"E02001724",1,3,0,17
"E02001724",1,3,1,230
"E02001724",1,3,2,4
"E02001724",1,3,3,60
"E02001724",1,3,4,31
"E02001724",1,3,5,1
"E02001724",1,3,6,11
"E02001724",1,3,7,0
"E02001724",1,3,8,27
"E02001724",1,3,9,5
"E02001724",1,4,0,10
"E02001724",1,4,1,168
"E02001724",1,4,2,9
"E02001724",1,4,3,63
"E02001724",1,4,4,20
"E02001724",1,4,5,4
"E02001724",1,4,6,3
"E02001724",1,4,7,2
"E02001724",1,4,8,35
"E02001724",1,4,9,10
"E02001724",1,5,0,13
"E02001724",1,5,1,102
"E02001724",1,5,2,14
"E02001724",1,5,3,40
"E02001724",1,5,4,12
"E02001724",1,5,5,57
"E02001724",1,5,6,2
"E02001724",1,5,7,3
"E02001724",1,5,8,26
"E02001724",1,5,9,5
"E02001724",1,6,0,7
"E02001724",1,6,1,9
"E02001724",1,6,2,18
"E02001724",1,6,3,11
"E02001724",1,6,4,3
"E02001724",1,6,5,249
"E02001724",1,6,6,3
"E02001724",1,6,7,0
"E02001724",1,6,8,3
"E02001724",1,6,9,5
"E02001725",0,1,0,570
"E02001725",0,1,1,421
"E02001725",0,1,2,11
"E02001725",0,1,3,7
"E02001725",0,1,4,166
"E02001725",0,1,5,0
"E02001725",0,1,6,709
"E02001725",0,1,7,12
"E02001725",0,1,8,8
"E02001725",0,1,9,11
"E02001725",0,2,0,154
"E02001725",0,2,1,610
"E02001725",0,2,2,15
"E02001725",0,2,3,23
"E02001725",0,2,4,50
"E02001725",0,2,5,1
"E02001725",0,2,6,97
"E02001725",0,2,7,45
"E02001725",0,2,8,32
"E02001725",0,2,9,18
"E02001725",0,3,0,80
"E02001725",0,3,1,164
"E02001725",0,3,2,13
"E02001725",0,3,3,17
"E02001725",0,3,4,40
"E02001725",0,3,5,0
"E02001725",0,3,6,16
"E02001725",0,3,7,32
"E02001725",0,3,8,42
"E02001725",0,3,9,7
"E02001725",0,4,0,54
"E02001725",0,4,1,124
"E02001725",0,4,2,8
"E02001725",0,4,3,15
"E02001725",0,4,4,11
"E02001725",0,4,5,6
"E02001725",0,4,6,3
"E02001725",0,4,7,24
"E02001725",0,4,8,59
"E02001725",0,4,9,12
"E02001725",0,5,0,62
"E02001725",0,5,1,45
"E02001725",0,5,2,4
"E02001725",0,5,3,12
"E02001725",0,5,4,11
"E02001725",0,5,5,96
"E02001725",0,5,6,2
"E02001725",0,5,7,14
"E02001725",0,5,8,38
"E02001725",0,5,9,12
"E02001725",0,6,0,9
"E02001725",0,6,1,11
"E02001725",0,6,2,2
"E02001725",0,6,3,0
"E02001725",0,6,4,1
"E02001725",0,6,5,426
"E02001725",0,6,6,0
"E02001725",0,6,7,2
"E02001725",0,6,8,11
"E02001725",0,6,9,13
"E02001725",1,1,0,428
"E02001725",1,1,1,449
"E02001725",1,1,2,17
"E02001725",1,1,3,22
"E02001725",1,1,4,244
"E02001725",1,1,5,1
"E02001725",1,1,6,811
"E02001725",1,1,7,0
"E02001725",1,1,8,6
"E02001725",1,1,9,17
"E02001725",1,2,0,141
"E02001725",1,2,1,919
"E02001725",1,2,2,16
"E02001725",1,2,3,77
"E02001725",1,2,4,119
"E02001725",1,2,5,0
"E02001725",1,2,6,136
"E02001725",1,2,7,6
"E02001725",1,2,8,33
"E02001725",1,2,9,13
"E02001725",1,3,0,34
"E02001725",1,3,1,295
"E02001725",1,3,2,12
"E02001725",1,3,3,47
"E02001725",1,3,4,41
"E02001725",1,3,5,1
"E02001725",1,3,6,24
"E02001725",1,3,7,8
"E02001725",1,3,8,70
"E02001725",1,3,9,10
"E02001725",1,4,0,32
"E02001725",1,4,1,197
"E02001725",1,4,2,5
"E02001725",1,4,3,38
"E02001725",1,4,4,38
"E02001725",1,4,5,9
"E02001725",1,4,6,5
"E02001725",1,4,7,9
"E02001725",1,4,8,62
"E02001725",1,4,9,16
"E02001725",1,5,0,18
"E02001725",1,5,1,106
"E02001725",1,5,2,8
"E02001725",1,5,3,20
"E02001725",1,5,4,19
"E02001725",1,5,5,57
"E02001725",1,5,6,2
"E02001725",1,5,7,3
"E02001725",1,5,8,58
"E02001725",1,5,9,11
"E02001725",1,6,0,9
"E02001725",1,6,1,15
"E02001725",1,6,2,1
"E02001725",1,6,3,2
"E02001725",1,6,4,0
"E02001725",1,6,5,302
"E02001725",1,6,6,2
"E02001725",1,6,7,0
"E02001725",1,6,8,14
"E02001725",1,6,9,6
"E02001726",0,1,0,245
"E02001726",0,1,1,146
"E02001726",0,1,2,6
"E02001726",0,1,3,3
"E02001726",0,1,4,133
"E02001726",0,1,5,1
"E02001726",0,1,6,378
"E02001726",0,1,7,54
"E02001726",0,1,8,12
"E02001726",0,1,9,26
"E02001726",0,2,0,196
"E02001726",0,2,1,298
"E02001726",0,2,2,18
"E02001726",0,2,3,7
"E02001726",0,2,4,48
"E02001726",0,2,5,0
"E02001726",0,2,6,28
"E02001726",0,2,7,134
"E02001726",0,2,8,26
"E02001726",0,2,9,33
"E02001726",0,3,0,225
"E02001726",0,3,1,254
"E02001726",0,3,2,20
"E02001726",0,3,3,17
"E02001726",0,3,4,44
"E02001726",0,3,5,0
"E02001726",0,3,6,11
"E02001726",0,3,7,107
"E02001726",0,3,8,45
"E02001726",0,3,9,27
"E02001726",0,4,0,207
"E02001726",0,4,1,317
"E02001726",0,4,2,20
"E02001726",0,4,3,18
"E02001726",0,4,4,28
"E02001726",0,4,5,8
"E02001726",0,4,6,5
"E02001726",0,4,7,73
"E02001726",0,4,8,91
"E02001726",0,4,9,25
"E02001726",0,5,0,127
"E02001726",0,5,1,134
"E02001726",0,5,2,13
"E02001726",0,5,3,4
"E02001726",0,5,4,9
"E02001726",0,5,5,185
"E02001726",0,5,6,1
"E02001726",0,5,7,39
"E02001726",0,5,8,69
"E02001726",0,5,9,17
"E02001726",0,6,0,24
"E02001726",0,6,1,11
"E02001726",0,6,2,3
"E02001726",0,6,3,0
"E02001726",0,6,4,0
"E02001726",0,6,5,911
"E02001726",0,6,6,2
"E02001726",0,6,7,8
"E02001726",0,6,8,27
"E02001726",0,6,9,17
"E02001726",1,1,0,172
"E02001726",1,1,1,162
"E02001726",1,1,2,8
"E02001726",1,1,3,18
"E02001726",1,1,4,158
"E02001726",1,1,5,0
"E02001726",1,1,6,415
"E02001726",1,1,7,3
"E02001726",1,1,8,13
"E02001726",1,1,9,21
"E02001726",1,2,0,78
"E02001726",1,2,1,417
"E02001726",1,2,2,37
